Iteration	Subiteration Number	Best Neighbor Score		Best Score
---------------------------------------------------------------------------------
	0				0			76.47221718				76.47221718
	0				0			76.47221718				76.47221718
	0				0			76.47221718				76.47221718
	0				0			76.47221718				76.47221718
	0				0			76.47221718				76.47221718
	0				0			76.47221718				76.47221718
	0				0			76.47221718				76.47221718
	0				0			76.47221718				76.47221718
	0				0			10.63014581				10.63014581
	0				0			4.00000000				4.00000000
	0				0			2.23606798				2.23606798
	0				1			4.00000000				2.23606798
	0				2			4.00000000				2.23606798
	0				3			4.00000000				2.23606798
	0				4			4.00000000				2.23606798
	0				5			4.00000000				2.23606798
	1				0			76.47221718				2.23606798
	1				0			76.47221718				2.23606798
	1				0			76.47221718				2.23606798
	1				0			76.47221718				2.23606798
	1				0			76.47221718				2.23606798
	1				0			76.47221718				2.23606798
	1				0			76.47221718				2.23606798
	1				0			76.40026178				2.23606798
	1				1			76.47221718				2.23606798
	1				2			76.47221718				2.23606798
	1				3			76.47221718				2.23606798
	1				4			76.47221718				2.23606798
	1				5			76.47221718				2.23606798
	2				0			76.47221718				2.23606798
	2				0			76.47221718				2.23606798
	2				0			76.47221718				2.23606798
	2				0			76.47221718				2.23606798
	2				0			76.47221718				2.23606798
	2				0			76.47221718				2.23606798
	2				0			76.47221718				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				1			29.00000000				2.23606798
	2				2			29.00000000				2.23606798
	2				3			29.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			4.00000000				2.23606798
	2				0			3.00000000				2.23606798
	2				1			3.16227766				2.23606798
	2				2			4.00000000				2.23606798
	2				3			4.00000000				2.23606798
	2				4			4.00000000				2.23606798
	2				5			4.00000000				2.23606798
	3				0			76.47221718				2.23606798
	3				0			29.00000000				2.23606798
	3				0			4.00000000				2.23606798
	3				1			13.45362405				2.23606798
	3				0			4.00000000				2.23606798
	3				0			3.16227766				2.23606798
	3				1			4.00000000				2.23606798
	3				2			4.00000000				2.23606798
	3				3			4.00000000				2.23606798
	3				4			4.00000000				2.23606798
	3				5			4.00000000				2.23606798
	4				0			76.47221718				2.23606798
	4				0			76.47221718				2.23606798
	4				0			76.47221718				2.23606798
	4				0			76.47221718				2.23606798
	4				0			76.47221718				2.23606798
	4				0			29.00000000				2.23606798
	4				0			4.00000000				2.23606798
	4				0			4.00000000				2.23606798
	4				0			4.00000000				2.23606798
	4				0			4.00000000				2.23606798
	4				0			4.00000000				2.23606798
	4				0			4.00000000				2.23606798
	4				0			3.16227766				2.23606798
	4				0			3.16227766				2.23606798
	4				0			2.82842712				2.23606798
	4				1			3.00000000				2.23606798
	4				2			3.00000000				2.23606798
	4				3			3.00000000				2.23606798
	4				4			4.00000000				2.23606798
	4				5			4.00000000				2.23606798
	5				0			76.47221718				2.23606798
	5				0			76.47221718				2.23606798
	5				0			76.47221718				2.23606798
	5				0			76.47221718				2.23606798
	5				0			76.47221718				2.23606798
	5				0			29.00000000				2.23606798
	5				0			29.00000000				2.23606798
	5				0			29.00000000				2.23606798
	5				0			4.00000000				2.23606798
	5				1			28.28427125				2.23606798
	5				0			4.00000000				2.23606798
	5				0			4.00000000				2.23606798
	5				0			4.00000000				2.23606798
	5				0			4.00000000				2.23606798
	5				0			4.00000000				2.23606798
	5				0			4.00000000				2.23606798
	5				0			4.00000000				2.23606798
	5				0			3.00000000				2.23606798
	5				0			3.00000000				2.23606798
	5				1			3.16227766				2.23606798
	5				2			3.16227766				2.23606798
	5				0			2.23606798				2.23606798
	5				1			3.00000000				2.23606798
	5				0			2.23606798				2.23606798
	5				1			4.00000000				2.23606798
	5				2			4.00000000				2.23606798
	5				3			4.00000000				2.23606798
	5				4			4.00000000				2.23606798
	5				5			4.00000000				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.47221718				2.23606798
	6				0			76.42643522				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			4.00000000				2.23606798
	6				0			3.00000000				2.23606798
	6				0			2.23606798				2.23606798
	6				1			4.00000000				2.23606798
	6				2			4.00000000				2.23606798
	6				3			4.00000000				2.23606798
	6				4			4.00000000				2.23606798
	6				5			4.00000000				2.23606798
	7				0			76.47221718				2.23606798
	7				0			76.47221718				2.23606798
	7				0			29.00000000				2.23606798
	7				1			76.47221718				2.23606798
	7				2			76.47221718				2.23606798
	7				3			76.47221718				2.23606798
	7				4			76.47221718				2.23606798
	7				5			76.40026178				2.23606798
	8				0			76.47221718				2.23606798
	8				0			76.47221718				2.23606798
	8				0			76.47221718				2.23606798
	8				0			76.47221718				2.23606798
	8				0			76.47221718				2.23606798
	8				0			76.47221718				2.23606798
	8				0			76.47221718				2.23606798
	8				0			76.47221718				2.23606798
	8				0			29.00000000				2.23606798
	8				0			4.00000000				2.23606798
	8				0			4.00000000				2.23606798
	8				0			4.00000000				2.23606798
	8				0			4.00000000				2.23606798
	8				0			4.00000000				2.23606798
	8				0			4.00000000				2.23606798
	8				0			4.00000000				2.23606798
	8				0			3.00000000				2.23606798
	8				0			3.00000000				2.23606798
	8				1			3.16227766				2.23606798
	8				0			2.82842712				2.23606798
	8				1			3.00000000				2.23606798
	8				2			3.00000000				2.23606798
	8				3			3.00000000				2.23606798
	8				4			4.00000000				2.23606798
	8				5			4.00000000				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			76.47221718				2.23606798
	9				0			4.00000000				2.23606798
	9				1			19.20937271				2.23606798
	9				2			29.00000000				2.23606798
	9				3			29.00000000				2.23606798
	9				4			29.00000000				2.23606798
	9				5			29.00000000				2.23606798

Prices: 
7.491868135679307
-0.856610917003724
-2.135682774062948
-0.6572591985413477
94.09397280888214
-0.518954927104561
-0.8308448967065856
-1.1046536980042871
-1.4606703037084565
-0.7262616621344373
Score: 2.23606797749979

