Iteration	Subiteration Number	Best Neighbor Score		Best Score
---------------------------------------------------------------------------------
	0				0			276.8772291				276.8772291
	0				0			193.1942028				193.1942028
	0				0			149.7464524				149.7464524
	0				0			125.0679815				125.0679815
	0				0			64.5755372				64.5755372
	0				0			48.4767986				48.4767986
	0				0			35.9722115				35.9722115
	0				0			32.2955105				32.2955105
	0				0			26.6458252				26.6458252
	0				0			19.7737199				19.7737199
	0				0			19.3649167				19.3649167
	0				0			18.8414437				18.8414437
	0				0			18.6279360				18.6279360
	0				1			18.8414437				18.6279360
	0				2			18.8414437				18.6279360
	0				3			18.9472953				18.6279360
	0				4			19.2613603				18.6279360
	0				5			19.2093727				18.6279360
	1				0			228.2630062				18.6279360
	1				0			181.1877479				18.6279360
	1				0			143.4259391				18.6279360
	1				0			126.7832797				18.6279360
	1				0			113.1061448				18.6279360
	1				0			99.4987437				18.6279360
	1				0			81.8901704				18.6279360
	1				0			70.1284536				18.6279360
	1				0			61.3432963				18.6279360
	1				0			48.6723741				18.6279360
	1				0			42.2847490				18.6279360
	1				0			29.7825452				18.6279360
	1				1			30.3644529				18.6279360
	1				0			20.3715488				18.6279360
	1				0			19.6723156				18.6279360
	1				0			18.6279360				18.6279360
	1				0			18.4119526				18.4119526
	1				1			18.5741756				18.4119526
	1				2			18.8944436				18.4119526
	1				3			18.6815417				18.4119526
	1				4			18.6279360				18.4119526
	1				5			18.4119526				18.4119526
	2				0			201.7077093				18.4119526
	2				0			154.3243338				18.4119526
	2				0			145.8972241				18.4119526
	2				0			136.1029022				18.4119526
	2				1			144.3468046				18.4119526
	2				0			126.7556705				18.4119526
	2				0			113.3622512				18.4119526
	2				0			101.8822850				18.4119526
	2				0			90.8845421				18.4119526
	2				0			73.7427963				18.4119526
	2				0			57.7581163				18.4119526
	2				0			43.4281015				18.4119526
	2				0			35.8050276				18.4119526
	2				0			28.7054002				18.4119526
	2				0			26.8886593				18.4119526
	2				0			25.3771551				18.4119526
	2				0			23.4520788				18.4119526
	2				1			23.6643191				18.4119526
	2				2			23.6643191				18.4119526
	2				3			23.5796522				18.4119526
	2				4			23.5796522				18.4119526
	2				5			23.5796522				18.4119526
	3				0			207.0893527				18.4119526
	3				0			167.3200526				18.4119526
	3				0			145.2790418				18.4119526
	3				0			120.4699133				18.4119526
	3				0			106.8550420				18.4119526
	3				0			91.8803570				18.4119526
	3				0			76.1314652				18.4119526
	3				0			59.2114854				18.4119526
	3				0			50.2493781				18.4119526
	3				0			40.8044115				18.4119526
	3				0			34.6987031				18.4119526
	3				0			30.8058436				18.4119526
	3				0			29.8328678				18.4119526
	3				0			25.5929678				18.4119526
	3				0			22.3830293				18.4119526
	3				0			20.1990099				18.4119526
	3				0			20.0249844				18.4119526
	3				1			22.1810730				18.4119526
	3				2			20.1494417				18.4119526
	3				3			20.1990099				18.4119526
